page,global_index,column,glyph_index,name,unicode_key,x,y,w,h,reason
14,153,175,11,𓊪𓐰𓈖,U+132AA U+13430 U+13216,1509.0,577.0,92.0,98.0,no corpus count
14,157,175,7,𓈖𓐰𓆑,U+13216 U+13430 U+13191,1765.0,582.0,90.0,82.0,no corpus count
14,165,176,19,𓇥𓐰𓂋,U+131E5 U+13430 U+1308B,558.0,684.0,97.0,117.0,no corpus count
14,184,176,7,𓈖𓐰𓆑,U+13216 U+13430 U+13191,1608.0,681.0,99.0,116.0,no corpus count
15,20,178,3,𓀀𓐰𓅓,U+13000 U+13430 U+13153,2081.0,868.0,131.0,194.0,no corpus count
15,22,179,6,𓀀𓐱𓁐,U+13000 U+13431 U+13050,1860.0,324.0,157.0,44.0,no corpus count
15,25,179,4,𓌳𓐰𓁹,U+13333 U+13430 U+13079,1886.0,521.0,176.0,145.0,no corpus count
15,45,181,8,𓌳𓐰𓁹,U+13333 U+13430 U+13079,1523.0,242.0,169.0,129.0,no corpus count
15,57,181,2,𓂋𓐰𓎡,U+1308B U+13430 U+133A1,1578.0,1127.0,191.0,112.0,no corpus count
15,63,182,8,𓂝𓐰𓎡,U+1309D U+13430 U+133A1,1377.0,590.0,163.0,131.0,no corpus count
15,65,182,13,𓆑𓐰𓂋,U+13191 U+13430 U+1308B,1366.0,701.0,84.0,123.0,no corpus count
15,101,184,14,𓂝𓐰𓏏,U+1309D U+13430 U+133CF,1059.0,970.0,102.0,105.0,no corpus count
15,157,188,8,𓂭𓐱𓂭𓐱𓂭,U+130AD U+13431 U+130AD U+13431 U+130AD,311.0,1073.0,136.0,102.0,no corpus count
15,173,189,2,𓋹𓐱𓍒𓐱𓋴,U+132F9 U+13431 U+13352 U+13431 U+132F4,150.0,1126.0,143.0,176.0,no corpus count
